"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"lui_même";-0,0255;-0,0265;-0,0087;-0,0329;1,8008;-0,1051;-0,0107;-0,0115;-0,0182;1,7235;-0,0233;0,3802;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;-0,8314;0,4549;-0,7728;-0,1463;-0,0288;0,7922;-0,2559;-0,0263;-0,8436;-0,223;-0,4781;0,7034;-0,417;0,8012;0,2943;0,717;-0,0563;-0,2049;-0,0822;-0,3585;-1,1805;0,3505;-0,0225;-0,0427;-0,0212;-0,0961
"manuel";1,5392;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;0,3857;-0,0117;-0,1171;-0,0077;-0,0264;3,2679;-0,0106;-0,0665;-0,4157;-0,2725;0,6685;-0,0731;1,4864;-0,0382;2,5365;-0,0131;-0,3044;-0,1115;-1,3044;-0,0479;-0,2085;-0,4723;-0,1539;-0,2711;-0,0282;1,6766;-0,0411;-0,1793;-0,5902;0,5921;-0,0113;-0,0213;-0,0106;-0,048
"citation";-0,012;-0,0125;-0,0041;-0,0155;1,1516;0,9667;-0,005;-0,0054;-0,0086;1,4225;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;2,6403;0,2453;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;-1,2319;-0,0452;-0,1969;0,1925;-0,1454;-0,2476;-0,0266;-0,4634;-0,0388;0,491;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"bernardine";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,49;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;-0,3233;-0,212;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;14,4992;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;-0,1197;-0,5447;-0,0219;-0,3816;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"rapide";-0,0304;-0,0316;-0,0104;-0,0393;8,1018;-0,1255;-0,0128;-0,0137;-0,0218;-0,4648;-0,0279;-0,2796;-0,0184;-0,0631;-0,0355;-0,0253;-0,1588;-0,9931;-0,651;-0,4208;-0,1748;-0,0344;0,7223;-0,3057;-0,0314;-1,8053;0,9068;0,4714;-0,1144;2,2771;0,3321;-0,3677;-0,5604;-0,0673;-1,1722;-0,0982;-0,4283;0,4177;-0,3065;-0,0269;-0,051;-0,0253;-0,1148
"pourquoi";-0,0184;-0,0191;-0,0063;-0,0238;0,731;-0,0759;-0,0077;-0,0083;-0,0132;2,5322;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;0,2247;0,445;-0,1057;-0,0208;-0,0552;1,1788;-0,019;-0,5306;-0,1611;-1,8842;-0,0692;-0,3011;0,7134;-0,2223;0,4118;-0,0407;-0,2799;-0,0594;-0,2589;-0,8526;1,1768;-0,0163;-0,0308;-0,0153;-0,0694
"compétence";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;-0,2937;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,1532;0,2848;-0,4508;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;0,2301;-0,1301;-1,5218;-0,0559;-0,2432;-0,1878;7,011;-0,8171;-0,0328;-0,5724;-0,048;6,5691;-0,2658;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"personnel";-0,017;-0,0177;-0,0058;-0,0219;0,8043;1,9498;-0,0071;-0,0077;-0,0121;-0,3608;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;-0,5543;-0,3634;0,4904;-0,0975;-0,0192;0,9559;0,4883;-0,0175;-0,4715;-0,1487;-1,7392;-0,0639;0,3254;4,3593;-0,2052;-0,422;-0,0375;-0,2469;-0,0548;-0,239;-0,3272;-0,1711;-0,015;-0,0285;-0,0141;0,8628
"judiciaire";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,2302;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,6224;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;0,5931;-0,0131;-0,3044;-0,1115;-1,3044;-0,0479;-0,2085;-0,4723;2,314;-0,2711;-0,0282;-0,155;-0,0411;-0,1793;4,7552;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"europe";0,5632;0,5488;-0,0474;-0,1791;-2,4775;0,8378;-0,0582;-0,0625;0,6898;-1,5341;2,4839;-1,275;-0,0841;0,315;-0,1618;-0,1153;2,8148;0,498;-0,7084;-0,5731;4,7346;0,5182;-0,4162;-0,2174;-0,143;1,2167;-0,3244;5,037;0,4728;1,8119;-2,0351;0,2737;-1,0837;-0,3067;-1,0656;-0,4477;-1,2084;-2,0005;-1,3976;-0,1227;0,3824;0,6314;0,4712
"important";-0,1153;-0,12;-0,0395;-0,149;-4,1907;-0,4759;-0,0484;-0,052;-0,0825;-1,9506;-0,1056;-1,0603;-0,07;-0,2391;-0,1346;-0,0959;1,295;1,0874;-1,6368;0,7817;-0,2589;-0,1305;-0,3461;-0,5919;-0,1189;-1,8497;-0,2268;9,7277;0,1994;1,1701;-1,4576;-0,7664;0,2702;-0,255;-0,8944;-0,3723;0,507;-0,81;4,7639;-0,102;-0,1934;-0,0961;0,1987
"u";-0,0163;-0,0169;-0,0056;1,3258;0,8445;-0,0671;-0,0068;-0,0073;-0,0116;-0,805;-0,0149;0,5356;-0,0099;1,1265;-0,019;-0,0135;-0,0849;0,9438;-0,3482;-0,1582;0,713;-0,0184;-0,0488;-0,1635;-0,0168;-0,4426;-0,1425;-0,5358;-0,0612;0,9142;-0,2174;1,1344;-0,3958;-0,036;-0,2308;-0,0525;-0,2291;-0,7542;1,2718;-0,0144;-0,0273;-0,0136;-0,0614
"12";-0,0594;-0,0618;-0,0203;-0,0768;0,4525;-0,2452;-0,0249;-0,0268;-0,0425;-1,4268;-0,0544;1,4333;1,0988;-0,1232;0,831;-0,0494;-0,3102;-0,7362;-0,3492;-0,3782;0,2641;-0,0672;-0,1783;-0,2194;0,8807;0,8274;-0,5205;-3,9699;2,7407;0,4192;-0,5729;-0,7183;-0,8422;-0,1314;2,3168;0,4472;0,9072;3,481;-0,5989;-0,0526;-0,0996;-0,0495;-0,2242
"forger";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;0,8434;0,4384;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;2,0707;-0,0346;0,5332;0,2644;-0,1112;0,5117;-0,0203;-0,3544;-0,0297;-0,1295;-0,4263;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"récent";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,1578;-0,0743;0,2436;2,6265;1,4161;-0,3148;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;-0,1195;0,2248;0,7477;-0,0075;-0,0142;-0,0071;-0,032
"dollar";-0,0113;-0,0118;-0,0039;-0,0146;1,2176;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;0,6995;-0,2422;-0,3434;-0,065;-0,0128;1,1237;-0,1137;-0,0117;-0,6717;-0,0991;-1,1595;2,3739;-0,1853;0,6187;3,6623;-0,2247;-0,025;-0,4361;-0,0365;-0,1593;-0,1715;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"zine";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,5458;-0,0805;-0,9421;-0,0346;-0,1506;-0,3411;-0,1112;-0,5058;-0,0203;-0,3544;-0,0297;-0,1295;14,8;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"intellectuel";1,0824;-0,039;-0,0128;-0,0484;-1,3624;-0,1547;-0,0157;-0,0169;1,2226;7,3451;-0,0343;-0,3447;-0,0227;-0,0777;-0,0438;-0,0312;-0,1957;-0,3206;-0,8025;2,431;-0,2154;-0,0424;-0,1125;-0,3768;-0,0387;-1,4204;-0,3284;-2,0922;-0,1411;-0,6139;2,4626;-0,4532;-0,2843;0,76;-0,225;-0,121;0,9251;-1,738;-0,3778;-0,0332;-0,0629;-0,0312;-0,1415
"recommandation";-0,0106;1,6005;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;1,7612;0,4873;-0,0097;-0,0975;-0,0064;1,3064;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;0,8829;1,5644;-0,0318;-0,1066;1,6041;-0,6297;-0,0929;-1,087;-0,0399;-0,1737;-0,3935;-0,1283;-0,2024;-0,0235;-0,4089;-0,0343;1,3529;-0,4919;1,6167;-0,0094;1,3965;1,6957;-0,04
"anglais";-0,0729;-0,0758;-0,0249;0,7103;-0,8222;-0,3007;1,1673;-0,0329;-0,0521;5,4903;1,9773;-0,2626;-0,0442;-0,1511;-0,085;-0,0606;1,9321;1,386;0,5554;-2,2113;-0,4186;-0,0824;-0,2187;-0,7324;-0,0751;-0,4156;-0,6382;1,6537;-0,2742;-0,6151;-0,2218;-0,8808;-2,2537;1,2721;-0,25;-0,2353;-0,2323;-2,4198;-0,7343;-0,0645;-0,1222;-0,0607;0,3288
"victoire";-0,041;-0,0427;-0,014;-0,053;-1,4909;1,2371;-0,0172;-0,0185;-0,0294;-0,2756;-0,0376;-0,3772;-0,0249;-0,0851;-0,0479;-0,0341;-0,2142;0,4516;0,4952;-0,6497;-0,2357;-0,0464;-0,1231;-0,4124;-0,0423;4,3083;0,2496;-2,3835;-0,1544;-0,6718;-1,5218;4,7772;4,0838;-0,0907;-1,5811;-0,1325;-0,5777;-0,7055;-0,4135;-0,0363;-0,0688;-0,0342;-0,1548
"revenir";-0,0509;-0,053;-0,0174;-0,0658;-0,3972;-0,2102;-0,0214;-0,023;-0,0364;-0,4733;-0,0466;-0,4683;-0,0309;-0,1056;-0,0594;-0,0423;-0,2659;2,4083;-1,0902;-0,4959;-0,2926;-0,0576;-0,1528;-0,5119;-0,0525;-0,3004;0,5661;1,1064;1,1425;-0,3647;0,3815;0,7801;-0,2382;-0,1126;-0,2575;-0,1644;0,65;-0,6522;0,4844;-0,0451;-0,0854;-0,0424;-0,1922
"initier";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,7486;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,2079;-0,062;0,3287;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;1,4513;0,3315;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"eux_mêmes";-0,0156;-0,0162;-0,0053;-0,0201;-0,5655;-0,0642;-0,0065;-0,007;-0,0111;0,2869;-0,0142;-0,1431;-0,0094;-0,0323;-0,0182;-0,0129;-0,0812;-0,1653;0,2712;-0,4722;-0,0894;-0,0176;-0,0467;-0,1564;-0,016;-0,414;-0,1363;-1,5943;-0,0585;-0,2548;2,8741;-0,1881;3,5101;-0,0344;-0,215;-0,0502;-0,2191;-0,286;0,5184;-0,0138;-0,0261;-0,013;-0,0587
"céréale";-0,0255;-0,0265;-0,0087;-0,0329;-0,9253;-0,1051;-0,0107;-0,0115;-0,0182;-1,26;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;2,4542;-0,3592;-0,545;-0,7728;-0,1463;-0,0288;-0,0764;-0,2559;-0,0263;-0,8436;0,3962;0,7484;-0,0958;8,8662;-0,9446;-0,3078;-0,2024;-0,0563;-0,9814;-0,0822;-0,3585;-1,1805;7,0052;-0,0225;-0,0427;-0,0212;-0,0961
"wikidataportail";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;0,3846;-0,1514;-0,2147;1,049;-0,008;-0,0212;0,821;-0,0073;-0,4198;0,8763;-0,7247;1,2259;-0,1158;-0,2624;0,7479;0,2279;-0,0156;-0,2726;-0,0228;-0,0996;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"perspective";-0,0354;-0,0368;-0,0121;-0,0457;-1,2852;-0,146;-0,0149;-0,016;-0,0253;-0,3449;-0,0324;-0,3252;-0,0215;-0,0733;-0,0413;-0,0294;2,0537;-1,1548;1,5548;2,0097;-0,2032;-0,04;-0,1061;-0,3555;-0,0365;-2,0992;-0,3098;2,6;-0,1331;0,8405;0,4726;0,2032;-0,4324;-0,0782;-0,3908;-0,1142;-0,498;-0,5442;0,2519;-0,0313;-0,0593;-0,0295;-0,1335
"révéler";-0,0184;-0,0191;-0,0063;-0,0238;0,731;-0,0759;-0,0077;-0,0083;-0,0132;0,4857;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,2166;0,2247;-0,1931;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;0,3624;-0,1611;-0,6683;-0,0692;-0,3011;0,7134;1,8609;-1,0117;-0,0407;0,6811;-0,0594;0,3476;0,2417;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"18";0,831;-0,0721;-0,0237;-0,0895;-2,5193;-0,2861;-0,0291;-0,0313;-0,0496;0,4589;-0,0635;3,9442;-0,0421;0,5501;-0,0809;-0,0576;-0,362;-0,2201;-0,8329;1,6995;-0,3983;-0,0784;-0,208;-0,6968;-0,0715;1,7634;0,3925;-4,8583;-0,2608;-0,2825;-0,5045;-0,8381;0,3323;-0,1533;-1,2355;1,0267;0,4159;4,6464;-0,6987;-0,0613;0,6292;-0,0578;-0,2616
"public";-0,1302;-0,1354;-0,0445;-0,1682;-1,0397;0,4567;-0,0547;-0,0587;-0,0932;-6,4417;-0,1192;-0,3153;-0,079;-0,2699;-0,1519;-0,1082;-0,6797;-0,5872;-0,9149;0,2754;-0,748;-0,1473;0,2268;-0,7023;-0,1343;3,7901;0,5773;-1,2905;0,9836;-0,8696;3,2794;-0,5197;-0,894;-0,2879;4,6781;-0,4203;4,0439;-0,8778;0,2383;-0,1152;0,4033;-0,1085;-0,1619
"enregistrement";-0,017;-0,0177;-0,0058;-0,0219;17,3514;-0,0701;-0,0071;-0,0077;-0,0121;-0,84;-0,0155;-0,1561;-0,0103;2,5255;-0,0198;-0,0141;-0,0886;-0,5543;-0,3634;-0,5152;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-0,2097;-0,1487;-1,7392;-0,0639;-0,278;-0,6297;-0,2052;-0,9338;-0,0375;-0,2469;-0,0548;-0,239;-0,787;-0,1711;-0,015;1,1976;-0,0141;-0,0641
"oldid";1,1325;1,1161;1,5876;1,0262;0,291;0,5672;1,4999;1,4694;1,2733;-0,9508;1,1694;0,2965;1,3432;0,8334;1,0682;1,2101;0,4822;-0,5332;-0,2855;-0,4798;0,4487;1,0811;0,6877;0,2703;1,1197;-1,212;0,3111;-1,7511;0,6016;-0,1883;-0,6391;0,2192;-1,096;0,8076;-0,6743;0,6596;-0,1479;-0,8704;0,2695;2,6695;0,9191;1,209;0,6005
"à";-1,3876;-0,7934;-0,3164;1,0016;-0,8781;-1,5619;0,3628;-0,5252;0,9076;-1,0167;-0,2597;-3,6289;-0,8696;-1,0058;-1,3645;-0,2992;-0,4227;-4,4634;1,9173;-1,5191;-0,7601;0,3775;0,2795;0,6555;0,3539;-0,5973;-0,3441;10,2554;-0,5806;-0,4336;-0,4088;0,8723;0,6958;-0,8036;-0,4572;-0,994;-0,3285;0,3236;1,1838;-0,7865;-0,3792;-0,6929;0,5839
"bible";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;-0,2937;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,1532;23,2999;-0,4508;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;-0,8816;-0,1301;-1,5218;-0,0559;-0,2432;-0,551;-0,1796;-0,8171;-0,0328;-0,1995;-0,048;-0,2091;-0,6886;-0,1497;-0,0131;-0,0249;-0,0124;-0,0561
"dérouler";-0,0177;-0,0184;-0,006;-0,0228;0,7666;-0,073;1,7708;-0,008;-0,0127;-0,3839;-0,0162;2,2285;-0,0107;-0,0367;-0,0206;1,4779;-0,0923;0,4271;-0,3785;-0,1812;0,6807;-0,02;-0,0531;-0,1777;-0,0182;-0,2282;0,5229;-0,6232;-0,0665;-0,2896;0,7486;-0,2138;-0,1961;-0,0391;-0,6815;-0,0571;0,3602;-0,3484;-0,1782;-0,0156;-0,0297;-0,0147;-0,0667
"909";-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;46,3792;-0,01;-0,0628;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;-1,2319;-0,0452;-0,1969;-0,446;-0,1454;-0,6615;-0,0266;-0,4634;-0,0388;-0,1693;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"consommation";-0,0177;-0,0184;-0,006;-0,0228;-0,6426;-0,073;-0,0074;-0,008;-0,0127;6,0201;-0,0162;-0,1626;-0,0107;-0,0367;-0,0206;-0,0147;-0,0923;-0,5774;-0,3785;-0,5366;-0,1016;-0,02;-0,0531;-0,1777;-0,0182;-1,0496;-0,1549;0,7562;-0,0665;-0,2896;1,8629;-0,2138;-0,4486;-0,0391;0,3424;-0,0571;-0,249;-0,8198;-0,1782;-0,0156;-0,0297;-0,0147;-0,0667
"france";1,9523;-0,3866;-0,1272;-0,4801;-9,7278;2,4856;-0,1561;-0,1676;1,619;-0,4312;2,0819;-1,327;-0,2255;-0,7706;0,1995;-0,3089;0,3392;-2,1643;-1,8489;-6,8945;-1,3613;-0,4205;-1,1154;-2,7499;-0,3833;11,5185;4,0768;23,428;-1,3984;-4,9041;-1,6415;-4,4931;-7,1024;0,2492;4,4027;-0,6233;-4,1128;-1,3274;-2,0691;-0,3288;-0,2361;0,7963;-0,775
"desmoulins";-0,0141;-0,0147;-0,0048;-0,0183;-0,5141;-0,0584;-0,0059;-0,0064;-0,0101;-0,7;-0,013;-0,1301;-0,0086;-0,0293;-0,0165;-0,0118;-0,0739;-0,4619;-0,3028;-0,4293;-0,0813;-0,016;-0,0425;-0,1422;-0,0146;20,7141;-0,1239;-1,4494;-0,0532;-0,2316;-0,5247;-0,171;-0,7782;-0,0313;-0,5452;-0,0457;-0,1992;-0,6558;-0,1426;-0,0125;-0,0237;-0,0118;-0,0534
"souffrir";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;1,6681;1,2099;0,3493;0,9738;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;1,1494;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,7875;-0,0274;-0,1195;-0,3935;0,7477;-0,0075;-0,0142;-0,0071;-0,032
"destination";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;-0,0379;-0,0039;-0,0041;-0,0066;-0,455;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;-0,0095;-0,1804;-0,0805;0,2104;-0,0346;-0,1506;-0,3411;-0,1112;0,5117;-0,0203;-0,3544;-0,0297;-0,1295;1,9309;-0,0927;-0,0081;7,4148;-0,0077;-0,0347
"opération";-0,0241;-0,025;-0,0082;-0,0311;-0,8739;0,6897;-0,0101;-0,0108;-0,0172;-1,19;-0,022;-0,2211;-0,0146;-0,0499;-0,0281;-0,02;0,6002;-0,7852;-0,5148;2,2785;6,1562;-0,0272;-0,0722;4,7794;-0,0248;-0,4175;-0,2106;-1,0544;0,7257;-0,3938;-0,3983;0,3116;0,4784;-0,0532;-0,9268;-0,0776;-0,3386;-0,2626;-0,2424;-0,0213;-0,0403;-0,02;0,7245
"officiellement";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;1,0104;-0,0149;0,5356;-0,0099;1,1265;-0,019;-0,0135;-0,0849;-0,1778;0,7317;0,5153;-0,0935;-0,0184;-0,0488;-0,1635;-0,0168;0,4474;0,5533;-1,6668;-0,0612;-0,2664;-0,2174;-0,1967;0,5018;-0,036;-0,627;-0,0525;-0,2291;1,0881;-0,164;-0,0144;-0,0273;-0,0136;-0,0614
"lesquels";-0,017;-0,0177;-0,0058;-0,0219;-0,6169;-0,0701;-0,0071;-0,0077;-0,0121;-0,84;-0,0155;-0,1561;-0,0103;-0,0352;-0,0198;-0,0141;-0,0886;1,4776;-0,3634;-0,5152;-0,0975;-0,0192;-0,0509;-0,1706;-0,0175;-0,2097;0,5377;0,8187;-0,0639;0,3254;0,3822;-0,2052;-0,422;1,0819;0,7525;-0,0548;-0,239;-0,3272;1,2386;-0,015;-0,0285;-0,0141;-0,0641
"suite";-0,104;-0,1082;-0,0356;1,412;-3,7793;0,2022;-0,0437;-0,0469;-0,0744;-0,5363;0,7058;-0,2031;-0,0631;-0,2156;-0,1214;-0,0864;-0,1897;-0,4472;-0,215;0,7604;-0,5975;-0,1177;-0,3121;0,3689;-0,1073;0,3103;-0,1842;0,6052;0,6446;-0,3399;0,611;2,0695;-2,4243;-0,23;1,4591;0,2689;0,3689;0,296;1,4692;-0,092;-0,1744;-0,0867;-0,3925
"opposant";-0,0163;-0,0169;-0,0056;-0,021;-0,5912;-0,0671;-0,0068;-0,0073;-0,0116;0,2669;-0,0149;-0,1496;-0,0099;-0,0337;-0,019;-0,0135;-0,0849;0,4737;-0,3482;-0,4937;-0,0935;1,382;-0,0488;-0,1635;-0,0168;-0,1918;-0,1425;-1,6668;2,0622;-0,2664;-0,6034;2,0089;1,3754;-0,036;-0,2308;-0,0525;-0,2291;1,0881;-0,164;-0,0144;-0,0273;-0,0136;0,88
"des";-0,4112;-0,4623;-0,6736;-1,4243;-24,2165;-4,766;-0,8943;-0,3299;-0,8434;-6,5615;-2,4512;-10,2358;-1,4579;-0,9686;-2,5435;-3,0872;1,9309;8,1517;1,2788;0,9491;0,4926;0,9813;-0,2808;1,5935;1,79;-0,5199;-0,5628;-1,4005;0,9367;5,3621;0,6801;-0,5035;1,6598;1,6016;3,6081;-0,8891;-1,1488;1,6811;3,5524;-3,2855;-0,7937;-0,7819;5,3816
"mariage";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;1,0921;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;2,0178;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;0,9196;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"taux";-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-1,05;-0,0194;2,0056;-0,0129;-0,044;-0,0248;-0,0176;-0,1108;-0,6928;-0,4542;-0,644;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;-1,2595;-0,1859;4,2939;-0,0798;3,9422;0,2743;-0,2565;-0,2846;-0,0469;-0,3489;-0,0685;-0,2988;-0,2035;-0,2139;-0,0188;-0,0356;-0,0177;-0,0801
"godbout";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;18,0937;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"glorieux";-0,0113;-0,0118;-0,0039;-0,0146;-0,4112;-0,0467;-0,0048;-0,0051;-0,0081;6,1614;-0,0104;-0,104;-0,0069;-0,0235;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;0,3553;4,1951;-1,1595;-0,0426;-0,1853;-0,4198;-0,1368;-0,6226;-0,025;0,1981;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"réserve";-0,0191;-0,0199;-0,0065;-0,0247;0,6975;-0,0788;-0,008;-0,0086;-0,0137;-0,945;-0,0175;-0,1756;-0,0116;-0,0396;-0,0223;-0,0159;-0,0997;-0,6236;-0,4088;-0,5796;0,6512;-0,0216;-0,0573;-0,192;-0,0197;-0,2669;-0,1673;2,3044;-0,0719;1,4777;0,3231;-0,2309;-0,5027;-0,0422;0,6486;-0,0617;-0,2689;-0,3915;0,4461;-0,0169;-0,032;-0,0159;-0,0721
