"";"X.titre_Revolution";"X.titre_Revolution..Pleasure.Beach..Blackpool.";"X.titre_Revolution..album.de.Sirsy.";"X.titre_Revolution..catch.";"X.titre_Revolution..chanson.";"X.titre_Revolution..essai.";"X.titre_Revolution..film..1985.";"X.titre_Revolution..film..2009.";"X.titre_Revolution..hebdomadaire.";"X.titre_Revolution..politique.et.sociale.";"X.titre_Revolution..revue.de.Jacques.Vergès.";"X.titre_Revolution..serie.televisee.";"X.titre_Revolution..Ève.Angeli.";"X.titre_Revolution.9";"X.titre_Revolution.909";"X.titre_Revolution.X";"X.titre_Revolution.agricole";"X.titre_Revolution.americaine";"X.titre_Revolution.copernicienne";"X.titre_Revolution.culturelle";"X.titre_Revolution.de.velours";"X.titre_Revolution.des.Roses";"X.titre_Revolution.des.Tulipes";"X.titre_Revolution.des.Œillets";"X.titre_Revolution.du.Cèdre";"X.titre_Revolution.française";"X.titre_Revolution.française.de.1848";"X.titre_Revolution.industrielle";"X.titre_Revolution.kirghize.de.2010";"X.titre_Revolution.neolithique";"X.titre_Revolution.numerique";"X.titre_Revolution.orange";"X.titre_Revolution.russe";"X.titre_Revolution.scientifique";"X.titre_Revolution.sexuelle";"X.titre_Revolution.sociale";"X.titre_Revolution.tranquille";"X.titre_Revolution.tunisienne.de.2010.2011";"X.titre_Revolution.verte";"X.titre_Revolutionnaire..homonymie.";"X.titre_Revolutions..album.";"X.titre_Revolutions..roman.";"X.titre_Revolutions.de.couleur"
"paléolithique";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;-0,3464;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-1,087;-0,0399;23,7028;-0,3935;-0,1283;-0,5836;-0,0235;-0,4089;-0,0343;-0,1494;-0,4919;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"sur";-1,1579;2,1372;-0,3961;-0,2584;28,8867;1,5268;0,5131;-0,5221;-0,3639;-1,166;-1,0601;15,877;-0,7023;-0,2771;0,6968;1,6058;-1,8137;-2,7771;2,2843;-1,3313;0,3444;-0,3754;-1,3681;0,7898;0,2869;-5,1163;-0,5235;-2,6355;0,2684;-2,7241;0,8959;-1,3822;-6,884;-0,3311;2,7646;-0,6047;-0,5441;0,6468;0,3813;1,4928;-0,4564;-0,4557;-1,5438
"publiquement";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;0,257;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;3,047;-0,0406;-0,008;-0,0212;1,9635;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;0,6884;0,2757;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"scolaire";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;-0,5038;-0,0743;-0,8696;-0,0319;-0,139;-0,3148;-0,1026;-0,1396;-0,0188;0,7875;-0,0274;8,6579;0,6665;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"ouest";-0,0425;-0,0441;-0,0145;-0,0548;-0,2636;0,479;-0,0178;-0,0191;-0,0304;-0,5119;-0,0389;0,2271;-0,0257;-0,088;-0,0495;-0,0353;-0,2216;5,0027;0,4703;0,4838;0,9672;-0,048;-0,1274;-0,4266;-0,0438;-0,2842;0,2402;1,7723;-0,1597;0,3272;-1,5743;-0,172;-1,5136;-0,0939;-1,6357;-0,137;-0,5976;-0,2552;-0,4277;-0,0375;-0,0712;-0,0354;-0,1602
"1840";-0,0212;-0,0221;-0,0073;-0,0274;-0,7711;-0,0876;-0,0089;-0,0096;-0,0152;-0,2316;-0,0194;-0,1951;-0,0129;-0,044;-0,0248;-0,0176;0,6475;-0,6928;-0,4542;-0,644;-0,1219;-0,024;-0,0637;-0,2133;-0,0219;-1,2595;3,0859;9,4772;-0,0798;-0,3475;-0,3295;-0,2565;-1,1673;-0,0469;-0,8178;-0,0685;0,8308;-0,9837;-0,2139;-0,0188;-0,0356;-0,0177;-0,0801
"grâce";-0,0502;-0,0522;-0,0172;-0,0649;1,6944;-0,2073;-0,0211;-0,0227;-0,0359;-0,4578;-0,046;-0,4618;-0,0305;-0,1041;-0,0586;-0,0417;0,3436;-0,3052;1,4576;-0,8616;-0,2886;-0,0568;-0,1507;-0,1679;-0,0518;-0,2875;-0,4399;4,0285;-0,189;-0,3571;-0,4025;-0,2248;-1,2931;-0,1111;-0,4362;-0,1622;-0,2844;-0,3927;-0,1687;-0,0444;-0,0842;-0,0419;-0,1895
"poche";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;0,3263;0,4662;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;1,7104;-0,0743;-0,8696;-0,0319;-0,139;0,2876;-0,1026;1,8176;1,3737;-0,3271;-0,0274;-0,1195;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"1943";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;-0,385;-0,0071;0,8186;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,966;0,4969;-0,2361;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;-0,1274;0,3138;-0,0941;0,6163;-0,0172;-0,2998;-0,0251;2,7757;-0,3607;0,782;-0,0069;-0,013;-0,0065;-0,0294
"texte";-0,0446;-0,0464;-0,0152;-0,0576;0,8156;1,174;-0,0187;-0,0201;-0,0319;0,6706;-0,0408;-0,4097;-0,027;-0,0924;-0,052;-0,037;-0,2327;3,4422;2,8645;0,7281;-0,256;-0,0504;-0,1337;-0,4479;-0,046;-0,8059;0,649;-2,6801;-0,1677;-0,7298;-0,3088;0,458;0,3404;-0,0986;-1,0114;-0,1439;-0,2362;-0,4963;-0,4491;-0,0394;-0,0747;1,0864;-0,1682
"électoral";-0,0198;-0,0206;-0,0068;-0,0256;-0,7197;-0,0817;-0,0083;-0,0089;-0,0142;-0,98;-0,0181;-0,1821;-0,012;-0,0411;-0,0231;-0,0165;-0,1034;-0,6467;-0,4239;-0,601;-0,1138;1,2985;4,9792;-0,1991;-0,0204;1,4064;0,4824;-2,0291;0,8023;-0,3243;-0,7346;1,773;-1,0895;-0,0438;-0,7633;-0,0639;8,1336;-0,1761;-0,1996;-0,0175;-0,0332;-0,0165;0,8011
"utilisation";-0,0403;-0,0419;-0,0138;-0,0521;0,9664;-0,1664;-0,0169;-0,0182;-0,0288;-1,995;-0,0369;-0,3707;-0,0245;0,7567;-0,0471;-0,0335;0,4155;-1,3165;0,5082;-1,2236;-0,2317;-0,0456;-0,121;-0,4053;-0,0416;-1,5615;-0,3532;4,7525;-0,1517;0,7225;0,3655;-0,4874;-2,218;-0,0892;1,2454;-0,1302;-0,2018;-0,6848;3,4803;-0,0357;-0,0676;-0,0336;-0,1522
"1905";-0,0127;-0,0132;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,2302;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;-0,4157;-0,2725;-0,3864;-0,0731;-0,0144;-0,0382;-0,128;-0,0131;-0,7557;-0,1115;2,4975;-0,0479;-0,2085;-0,4723;-0,1539;4,2381;-0,0282;-0,4907;1,0443;-0,1793;-0,5902;-0,1283;-0,0113;-0,0213;-0,0106;-0,048
"1900";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;0,2078;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;0,3493;-0,0488;-0,0096;-0,0255;0,7487;-0,0088;-0,5038;-0,0743;2,2795;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;-0,3271;-0,0274;0,6188;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"quasi";-0,0092;-0,0096;-0,0031;-0,0119;-0,3341;1,0775;-0,0039;-0,0041;-0,0066;0,5743;-0,0084;-0,0845;-0,0056;-0,0191;-0,0107;-0,0076;-0,048;-0,3002;-0,1968;-0,2791;-0,0528;-0,0104;-0,0276;-0,0924;1,6656;-0,1804;0,7714;-0,9421;-0,0346;-0,1506;-0,3411;-0,1112;1,0269;-0,0203;-0,3544;-0,0297;-0,1295;1,9309;-0,0927;-0,0081;-0,0154;-0,0077;-0,0347
"littéraire";-0,0085;-0,0088;-0,0029;-0,011;-0,3084;-0,035;-0,0036;-0,0038;-0,0061;-0,42;-0,0078;-0,078;-0,0051;-0,0176;-0,0099;-0,0071;-0,0443;-0,2771;-0,1817;-0,2576;-0,0488;-0,0096;-0,0255;-0,0853;-0,0088;0,5161;-0,0743;-0,8696;-0,0319;-0,139;0,2876;-0,1026;-0,1396;-0,0188;5,7312;-0,0274;0,6188;-0,3935;-0,0855;-0,0075;-0,0142;-0,0071;-0,032
"prochain";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;1,1871;-0,003;-0,0032;-0,0051;-0,35;-0,0065;0,8568;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;0,5312;-0,2147;-0,0406;-0,008;-0,0212;-0,0711;-0,0073;0,6315;0,8763;-0,7247;-0,0266;-0,1158;0,9466;-0,0855;0,2279;-0,0156;-0,2726;-0,0228;0,6884;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"allemagne";-0,0863;-0,0898;-0,0295;-0,1115;-0,353;-0,3562;-0,0362;-0,0389;-0,0618;-0,5785;-0,079;-0,7935;-0,0524;-0,1789;-0,1007;-0,0717;-0,4506;-2,8181;-1,8474;0,2684;0,9743;-0,0977;-0,259;-0,8675;-0,089;-3,1711;-0,3161;16,2088;0,2786;-1,4133;-2,267;-1,0433;1,5006;-0,1909;3,3627;-0,2787;-1,2153;-2,253;-0,8698;-0,0763;-0,1447;-0,0719;-0,3257
"partout";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;-0,2937;-0,0136;-0,1366;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,1532;-0,3179;-0,4508;-0,0853;-0,0168;-0,0446;-0,1493;-0,0153;0,5162;0,5869;2,0163;-0,0559;0,9804;0,4547;-0,1796;-0,3446;-0,0328;-0,5724;-0,048;0,4177;-0,6886;0,5353;-0,0131;-0,0249;-0,0124;-0,0561
"larousse";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;1,3206;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;-0,254;-0,1665;0,3774;-0,0447;-0,0088;-0,0233;1,8811;-0,008;1,8541;-0,0681;-0,7971;-0,0293;-0,1274;-0,2886;-0,0941;0,2029;-0,0172;-0,2998;-0,0251;-0,1096;-0,3607;-0,0784;-0,0069;-0,013;-0,0065;-0,0294
"v";-0,0488;0,9573;-0,0167;-0,063;0,6892;0,4305;-0,0205;-0,022;-0,0349;-1,5831;-0,0447;1,7072;-0,0296;0,6822;0,9104;-0,0406;-0,2548;-0,286;-0,2384;0,9381;0,3227;-0,0552;0,5432;-0,1604;-0,0503;-0,4201;1,7754;-3,0421;0,4624;0,5639;-0,6522;0,8186;0,6248;-0,1079;0,3863;0,5167;-0,2721;-0,5987;-0,4919;-0,0432;0,7651;1,0486;-0,1842
"marc";-0,0524;-0,0545;-0,0179;-0,0676;-1,9022;1,0537;-0,022;-0,0236;-0,0375;-2,5901;-0,0479;-0,4813;-0,0318;-0,1085;-0,0611;-0,0435;0,3306;-1,7092;-0,561;-0,5209;-0,3008;-0,0592;-0,1571;-0,5261;-0,054;2,1448;-0,4585;-0,7487;-0,197;-0,8572;0,5748;-0,6328;15,7066;-0,1158;-1,2543;-0,169;-0,7371;-1,5939;2,1388;-0,0463;-0,0878;-0,0436;-0,1975
"enfant";-0,0686;-0,0714;-0,0235;-0,0886;-2,4936;-0,2832;-0,0288;1,1625;-0,0491;-2,4342;-0,0628;-0,2393;-0,0416;-0,1423;-0,0801;-0,057;-0,3583;-0,5947;-0,8212;0,2972;0,2243;-0,0776;-0,2059;-0,6897;-0,0708;-0,7004;-0,601;7,9275;0,3486;1,8434;-1,6976;-0,8295;-0,3954;-0,1518;4,6824;-0,2215;-0,9662;-2,2461;-0,6916;-0,0607;3,8083;0,9088;-0,2589
"brown";-0,012;-0,0125;-0,0041;-0,0155;1,1516;-0,0496;-0,005;-0,0054;-0,0086;-0,595;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,2254;0,9443;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;2,6904;-0,0452;-0,1969;-0,446;-0,1454;-0,6615;-0,0266;-0,1409;-0,0388;-0,1693;-0,5574;1,5136;-0,0106;-0,0202;-0,01;-0,0454
"pont";-0,0149;-0,0155;-0,0051;-0,0192;-0,5398;-0,0613;-0,0062;-0,0067;-0,0106;-0,735;-0,0136;0,5689;-0,009;-0,0308;-0,0173;-0,0123;-0,0776;-0,1532;-0,3179;-0,4508;-0,0853;-0,0168;-0,0446;3,4776;-0,0153;0,2301;0,5869;2,0163;-0,0559;0,3677;-0,551;-0,1796;0,2614;-0,0328;-0,5724;-0,048;-0,2091;-0,6886;-0,1497;-0,0131;-0,0249;1,5513;-0,0561
"cours";-0,0736;-0,0765;-0,0252;-0,095;-2,6735;0,8117;-0,0309;-0,0332;-0,0526;-1,4495;-0,0674;-0,6764;-0,0446;-0,1525;-0,0859;-0,0611;0,6571;0,5324;-0,9035;-0,5919;0,5975;-0,0832;-0,2208;0,6215;-0,0759;0,6035;-0,2474;1,1487;-0,2768;0,2859;-0,87;1,273;-0,3355;-0,1627;3,2586;-0,2375;-0,5027;0,4631;-0,3066;-0,0651;-0,1234;-0,0613;-0,2776
"philosophique";-0,0191;-0,0199;-0,0065;-0,0247;-0,694;-0,0788;-0,008;-0,0086;-0,0137;-0,945;-0,0175;-0,1756;-0,0116;-0,0396;-0,0223;-0,0159;-0,0997;-0,23;16,49;-0,5796;-0,1097;-0,0216;-0,0573;-0,192;-0,0197;-0,5606;0,4953;0,6454;-0,0719;-0,3127;-0,28;-0,2309;-1,0506;1,0331;-0,736;-0,0617;-0,2689;-0,8854;-0,1925;-0,0169;-0,032;-0,0159;-0,0721
"église";-0,0488;-0,0508;-0,0167;-0,063;-1,7737;-0,2014;-0,0205;-0,022;-0,0349;-1,5831;-0,0447;-0,4487;-0,0296;-0,1012;-0,057;-0,0406;-0,2548;-0,9152;16,2956;-0,4592;0,3227;-0,0552;-0,1465;-0,4906;-0,0503;0,739;1,1259;-3,0421;-0,1836;-0,7993;-1,8105;-0,59;-0,8322;-0,1079;9,3483;-0,1576;0,6859;-2,2627;-0,4919;-0,0432;-0,0818;-0,0407;-0,1842
"influencer";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;-0,525;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;0,7432;0,3902;-0,322;-0,061;-0,012;-0,0318;0,6621;-0,0109;-0,6297;-0,0929;1,7251;-0,0399;-0,1737;-0,3935;-0,1283;-0,5836;-0,0235;1,2284;-0,0343;0,536;-0,1541;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"putsch";-0,0071;-0,0074;-0,0024;-0,0091;-0,257;-0,0292;-0,003;-0,0032;-0,0051;-0,35;-0,0065;-0,065;-0,0043;-0,0147;-0,0083;-0,0059;-0,0369;-0,2309;-0,1514;0,409;1,049;-0,008;-0,0212;0,821;-0,0073;-0,4198;-0,062;-0,7247;-0,0266;-0,1158;-0,2624;-0,0855;5,4919;-0,0156;-0,2726;-0,0228;-0,0996;-0,3279;-0,0713;-0,0063;-0,0119;-0,0059;-0,0267
"diplomatique";-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;-0,2099;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;0,6594;-0,2574;0,2453;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,2783;-0,1053;-1,2319;-0,0452;-0,1969;0,1925;2,3869;1,2846;-0,0266;-0,4634;-0,0388;1,2534;0,4515;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"cambridge";-0,0078;-0,0081;-0,0027;-0,01;-0,2827;-0,0321;-0,0033;-0,0035;-0,0056;0,2307;-0,0071;-0,0715;-0,0047;-0,0161;-0,0091;-0,0065;-0,0406;0,966;-0,1665;0,3774;-0,0447;-0,0088;-0,0233;-0,0782;-0,008;-0,4618;-0,0681;-0,7971;-0,0293;3,8654;-0,2886;-0,0941;-0,428;-0,0172;-0,2998;-0,0251;-0,1096;0,2486;1,8789;-0,0069;-0,013;-0,0065;-0,0294
"constitutionnel";-0,0481;-0,05;-0,0165;-0,0621;-1,748;0,4355;-0,0202;-0,0217;-0,0344;-0,6608;-0,044;-0,4422;-0,0292;-0,0997;-0,0561;-0,04;-0,2511;0,327;-1,0296;-1,4598;-0,2764;-0,0544;-0,1444;-0,1566;-0,0496;9,9762;0,2069;-2,9813;-0,181;-0,7877;-1,7843;7,0735;0,2738;-0,1064;-1,1209;-0,1553;0,3391;1,6067;-0,4848;-0,0425;-0,0807;-0,0401;-0,1815
"tsar";-0,012;-0,0125;-0,0041;-0,0155;-0,437;-0,0496;-0,005;-0,0054;-0,0086;0,4164;-0,011;-0,1106;-0,0073;-0,0249;-0,014;-0,01;-0,0628;-0,3926;-0,2574;-0,3649;-0,0691;-0,0136;-0,0361;-0,1209;-0,0124;-0,7137;-0,1053;-1,2319;-0,0452;-0,1969;-0,446;0,546;12,2162;-0,0266;-0,4634;-0,0388;-0,1693;-0,5574;-0,1212;-0,0106;-0,0202;-0,01;-0,0454
"culte";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,1525;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;0,2798;1,0899;4,5695;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;0,4266;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;-0,1197;-0,1807;-0,0219;0,2331;-0,032;-0,1394;-0,4591;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
"profiter";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,4072;-0,0168;-0,1691;-0,0112;-0,0381;-0,0215;-0,0153;0,7026;-0,2166;-0,3936;-0,1931;-0,1057;-0,0208;-0,0552;-0,1848;-0,019;1,0684;-0,1611;1,4379;-0,0692;-0,3011;-0,264;-0,2223;0,4118;-0,0407;-0,7087;-0,0594;-0,2589;-0,3698;3,1038;-0,0163;-0,0308;-0,0153;-0,0694
"différents";-0,0255;-0,0265;-0,0087;-0,0329;-0,9253;-0,1051;-0,0107;-0,0115;-0,0182;4,2379;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;0,9427;-0,545;-0,7728;-0,1463;-0,0288;0,7922;0,3513;-0,0263;-0,8436;0,3962;-1,1569;-0,0958;-0,417;-0,1898;1,4843;0,717;-0,0563;-0,4586;-0,0822;0,2502;-0,2941;0,3505;-0,0225;-0,0427;-0,0212;-0,0961
"emmanuel";-0,0255;-0,0265;-0,0087;-0,0329;-0,9253;53,5026;-0,0107;-0,0115;-0,0182;-1,26;-0,0233;-0,2341;-0,0154;-0,0528;-0,0297;-0,0212;-0,133;-0,8314;-0,545;-0,7728;-0,1463;-0,0288;-0,0764;-0,2559;-0,0263;0,6305;0,3962;-2,6089;-0,0958;-0,417;-0,9446;-0,3078;-0,7599;-0,0563;-0,9814;-0,0822;-0,3585;-0,598;-0,2566;-0,0225;-0,0427;-0,0212;-0,0961
"mission";-0,0184;-0,0191;-0,0063;-0,0238;-0,6683;-0,0759;-0,0077;-0,0083;-0,0132;-0,4072;-0,0168;4,4357;-0,0112;-0,0381;-0,0215;-0,0153;-0,096;-0,6005;-0,3936;-0,1931;-0,1057;-0,0208;-0,0552;-0,1848;1,3692;5,9809;0,5088;-1,8842;-0,0692;-0,3011;-0,264;-0,2223;-0,2128;-0,0407;-0,7087;-0,0594;-0,2589;0,2417;-0,1853;-0,0163;-0,0308;-0,0153;-0,0694
"style";-0,0439;2,2963;-0,015;-0,0566;2,0602;-0,181;-0,0184;-0,0198;-0,0314;-0,3276;-0,0402;0,6287;-0,0266;-0,0909;-0,0512;-0,0365;-0,229;0,6627;-0,1921;-0,3768;0,9436;-0,0496;-0,1316;0,574;-0,0452;-1,1753;0,6592;-0,4289;1,2562;-0,7182;-1,6268;0,4669;-0,2527;-0,097;-1,6902;1,3742;0,7795;-0,7902;-0,442;5,6559;-0,0735;-0,0365;-0,1655
"investissement";-0,0177;-0,0184;-0,006;-0,0228;-0,6426;-0,073;-0,0074;-0,008;-0,0127;-0,3839;-0,0162;-0,1626;-0,0107;-0,0367;-0,0206;-0,0147;0,7178;-0,5774;-0,3785;-0,5366;-0,1016;-0,02;-0,0531;-0,1777;-0,0182;-1,0496;-0,1549;9,4378;-0,0665;-0,2896;-0,6559;-0,2138;-0,9728;-0,0391;-0,2633;-0,0571;-0,249;-0,3484;2,1199;-0,0156;-0,0297;-0,0147;-0,0667
"abbey";-0,0113;-0,0118;-0,0039;-0,0146;11,7234;-0,0467;-0,0048;-0,0051;-0,0081;-0,56;-0,0104;-0,104;-0,0069;2,8794;-0,0132;-0,0094;-0,0591;-0,3695;-0,2422;-0,3434;-0,065;-0,0128;-0,034;-0,1137;-0,0117;-0,6717;-0,0991;-0,2639;-0,0426;-0,1853;-0,4198;-0,1368;-0,6226;-0,025;-0,4361;-0,0365;-0,1593;-0,5246;-0,1141;-0,01;-0,019;-0,0094;-0,0427
"manière";1,0043;-0,0471;-0,0155;-0,0585;-0,3058;-0,1868;-0,019;-0,0204;-0,0324;-0,355;-0,0415;-0,4162;-0,0275;-0,0939;-0,0528;-0,0376;0,377;0,372;0,4246;-0,3998;0,3462;-0,0512;-0,1359;1,6902;-0,0467;-2,6871;-0,3965;2,1818;-0,1703;0,297;0,2829;6,3409;-2,4904;-0,1001;-0,3478;-0,1462;-0,6374;-0,8334;0,5532;-0,04;-0,0759;-0,0377;-0,1708
"bout";-0,0134;-0,014;-0,0046;-0,0174;3,2936;-0,0555;-0,0056;-0,0061;-0,0096;-0,2509;-0,0123;0,6062;-0,0082;-0,0279;-0,0157;-0,0112;1,9532;-0,4388;-0,2877;-0,4078;-0,0772;-0,0152;-0,0403;-0,1351;-0,0139;1,0398;-0,1177;-1,3769;-0,0506;-0,2201;-0,1594;-0,1625;0,307;-0,0297;-0,1695;-0,0434;-0,1892;-0,2268;-0,1354;-0,0119;-0,0225;-0,0112;-0,0507
"socialisme";-0,0276;-0,0287;-0,0094;-0,0356;-1,0025;-0,1138;-0,0116;-0,0124;-0,0197;3,2185;-0,0253;-0,2536;-0,0167;-0,0572;-0,0322;-0,0229;-0,144;-0,9007;-0,5905;1,4159;3,3223;-0,0312;-0,0828;-0,2773;-0,0285;-1,6374;0,3699;1,9329;-0,1038;-0,4517;-1,0233;-0,3335;0,9473;-0,061;-1,0631;0,7318;-0,3884;-1,2789;-0,278;-0,0244;-0,0463;-0,023;-0,1041
"marchandise";-0,0106;-0,011;-0,0036;-0,0137;-0,3855;-0,0438;-0,0045;-0,0048;-0,0076;2,3651;-0,0097;-0,0975;-0,0064;-0,022;-0,0124;-0,0088;-0,0554;2,2084;-0,2271;-0,322;-0,061;-0,012;-0,0318;-0,1066;-0,0109;-0,6297;-0,0929;-0,2305;-0,0399;-0,1737;-0,3935;-0,1283;-0,2024;-0,0235;0,2147;-0,0343;-0,1494;0,5247;-0,1069;-0,0094;-0,0178;-0,0088;-0,04
"intérieur";-0,0488;-0,0508;-0,0167;-0,063;-1,7737;0,4305;-0,0205;-0,022;-0,0349;-0,2566;-0,0447;-0,4487;-0,0296;-0,1012;-0,057;-0,0406;-0,2548;-1,5937;-1,0447;0,9381;-0,2804;-0,0552;2,3216;-0,4906;-0,0503;2,8731;0,2032;-1,1048;-0,1836;-0,3421;-1,0864;0,4086;-0,5451;-0,1079;-0,4102;-0,1576;0,332;6,5119;-0,4919;-0,0432;-0,0818;-0,0407;-0,1842
"weight";-0,0127;1,5224;-0,0044;-0,0164;-0,4627;-0,0525;-0,0053;-0,0057;-0,0091;-0,63;-0,0117;-0,1171;-0,0077;-0,0264;-0,0149;-0,0106;-0,0665;0,2104;0,3316;0,2297;-0,0731;-0,0144;1,0746;0,5931;-0,0131;-0,3044;0,645;-0,3353;0,9812;0,4188;-0,4723;0,5252;-0,7004;-0,0282;-0,155;-0,0411;0,4708;-0,2079;-0,1283;-0,0113;1,3191;1,6174;-0,048
"organiser";-0,0651;-0,0677;-0,0223;-0,0841;-0,6603;0,8968;-0,0273;-0,0294;-0,0466;-0,8202;-0,0596;-0,5984;-0,0395;-0,1349;-0,076;-0,0541;-0,3398;1,682;-1,393;-0,7599;-0,3739;0,807;-0,1953;0,7247;-0,0671;0,4678;0,8465;-0,8384;-0,2449;-1,0657;-0,2634;1,4639;0,5805;-0,1439;-0,2931;-0,2101;-0,9164;3,9956;-0,6559;-0,0576;-0,1091;-0,0542;0,3646
"communisme";2,0738;-0,0618;-0,0203;-0,0768;-2,1593;-0,2452;-0,0249;-0,0268;2,354;2,7255;2,1473;-0,5463;-0,036;-0,1232;-0,0693;-0,0494;-0,3102;-1,9402;-1,2719;12,9518;0,734;-0,0672;-0,1783;-0,5973;-0,0613;-3,5269;-0,5205;-6,0881;-0,2236;-0,973;-2,2042;-0,7183;9,0655;-0,1314;-1,481;1,1409;1,9117;-2,7547;-0,5989;-0,0526;-0,0996;-0,0495;-0,2242
"contraceptif";-0,0198;-0,0206;-0,0068;-0,0256;-0,7197;-0,0817;-0,0083;-0,0089;-0,0142;-0,98;-0,0181;-0,1821;-0,012;-0,0411;-0,0231;-0,0165;-0,1034;-0,6467;-0,4239;-0,601;-0,1138;-0,0224;-0,0594;-0,1991;-0,0204;-1,1755;-0,1735;-2,0291;-0,0745;-0,3243;-0,7346;-0,2394;-1,0895;-0,0438;34,0528;-0,0639;-0,2789;-0,9181;-0,1996;-0,0175;-0,0332;-0,0165;-0,0747
"hill";-0,0099;-0,0103;-0,0034;-0,0128;-0,3598;-0,0409;-0,0042;-0,0045;-0,0071;-0,1525;-0,0091;-0,091;-0,006;-0,0205;-0,0116;-0,0082;-0,0517;3,2992;-0,212;-0,3005;-0,0569;-0,0112;-0,0297;-0,0995;-0,0102;-0,5877;-0,0867;-1,0145;-0,0373;-0,1622;-0,3673;-0,1197;-0,5447;-0,0219;5,1416;-0,032;-0,1394;-0,1373;-0,0998;-0,0088;-0,0166;-0,0083;-0,0374
